,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
6994,48th week,Maharashtra,Kolhapur,Dengue,41,,12,11,2012,16.7028412,74.2405329,0.039403788,10,305.42
6995,48th week,West Bengal,Nadia,Dengue,10,,28,10,2012,23.48454125,88.55676307,0.002279751,12,304.676
6996,48th week,Assam,Sonitpur,Dengue,224,,13,10,2012,26.76777075,92.70140886,0.606486968,27,299.145
6997,48th week,Chandigarh,Chandigarh,Dengue,1887,,3,9,2012,30.72984395,76.78414567,0.37683682,20,300.2266666
6998,48th week,Karnataka,Gulbarga,Dengue,83,,1,10,2012,17.166667,77.083333,0.325376502,12,307.285
6999,48th week,Puducherry,Puducherry,Dengue,5593,,8,10,2012,11.9340568,79.8306447,0.040784857,11,307.34
7000,49th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,31,,8,12,2012,14.4752936,78.8216861,0.469973827,14,304.37
7001,49th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,36,,3,12,2012,17.7222517,83.32670984,0.000433039,13,301.572
7002,49th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,52,,7,12,2012,18.1120819,83.40521962,6.98E-05,13,299.8066666
7003,49th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,15,,1,12,2012,20.84288265,75.52612464,7.70E-05,,307.5766666
7004,49th week,Maharashtra,Osmanabad,Acute Diarrhoeal Disease,65,,3,12,2012,18.16984395,76.11796321,0.001327137,7,307.72
7005,49th week,Maharashtra,Ahmednagar,Dengue,11,,26,11,2012,19.1627725,74.8580243,0.000567124,6,306.5433334
7006,49th week,Maharashtra,Dhule,Dengue,26,,26,11,2012,21.13170235,74.48990147,2.40E-05,6,308.06
7007,49th week,Maharashtra,Osmanabad,Dengue,16,1,22,10,2012,18.16984395,76.11796321,0.17607349,,311.41
7008,49th week,Maharashtra,Ratnagiri,Dengue,21,,22,11,2012,17.2826079,73.4569787,5.62E-05,17,304.4933334
7009,49th week,Tamil Nadu,Salem,Dengue And Chikungunya,15,,27,11,2012,11.0600516,77.0679581,0.388137297,10,303.745
7010,49th week,Karnataka,Kolar,Dengue,91,,22,11,2012,13.1367201,78.1337246,0.000229009,11,303.464
7011,50th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,25,,10,12,2012,14.4752936,78.8216861,0.396222029,,302.7133334
7012,50th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,56,,10,12,2012,18.1120819,83.40521962,0.000586851,,303.415
7013,50th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,33,,10,12,2012,18.1120819,83.40521962,0.000586851,,303.415
7014,50th week,Assam,Kamrup,Acute Diarrhoeal Disease,27,,7,12,2012,26.12755515,91.29987148,0.000207243,20,297.4866666
7015,50th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,22,,7,12,2012,20.7084545,81.5481305,0.000735257,9,299.6266666
7016,50th week,Maharashtra,Nashik,Dengue,22,1,10,12,2012,20.0112475,73.7902364,0.050846506,,303.9566666
7017,50th week,Tamil Nadu,Krishnagiri,Dengue,11,,11,12,2012,12.5188835,78.2206536,0.072342049,12,301.336
7018,50th week,Bihar,Muzaffarpur,Dengue,123,,10,8,2012,26.1486581,85.34001282,0.617129193,9,292.47
7019,50th week,Bihar,Patna,Dengue,272,1,13,9,2012,25.6093239,85.1235252,0.651733102,,303.11
7020,50th week,Maharashtra,Amravati,Dengue,87,1,15,11,2012,20.9521098,77.7333168,6.51E-05,,306.812
7021,50th week,Maharashtra,Thane,Malaria,9,1,14,10,2012,19.1943294,72.9701779,0.100171873,,302.688
7022,50th week,Maharashtra,Thane,Malaria,10,1,13,9,2012,19.1943294,72.9701779,0.99965454,,298.085
7023,50th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,78,,7,12,2012,18.1120819,83.40521962,6.98E-05,13,299.8066666
7024,50th week,Assam,Sonitpur,Dengue,235,,13,10,2012,26.76777075,92.70140886,0.606486968,27,299.145
7025,50th week,Maharashtra,Osmanabad,Acute Diarrhoeal Disease,102,,29,11,2012,18.16984395,76.11796321,0.013678719,7,305.372
7026,51st week,Andhra Pradesh,Anantapur,Cholera,23,,20,12,2012,14.6546235,77.55625984,9.79E-05,6,306.06
7027,51st week,Andhra Pradesh,West Godavari,Acute Diarrhoeal Disease,45,,17,12,2012,16.63713765,81.58909666,0.001204859,,301.3133334
7028,51st week,Gujarat,Surat,Acute Diarrhoeal Disease,26,,16,12,2012,21.19177615,72.95441578,7.36E-05,8,303.3233334
7029,51st week,Maharashtra,Dhule,Dengue,12,,17,12,2012,21.13170235,74.48990147,6.80E-05,,307.344
7030,51st week,Maharashtra,Thane,Dengue,10,1,1,10,2012,19.1943294,72.9701779,0.254787485,25,301.89
7031,51st week,Puducherry,Puducherry,Dengue,7303,,8,10,2012,11.9340568,79.8306447,0.040784857,11,307.34
7032,52nd week,Assam,Jorhat,Acute Diarrhoeal Disease,15,,19,12,2012,26.7577925,94.2079645,0.029191074,30,292.8566666
7033,52nd week,Karnataka,Hassan,Acute Diarrhoeal Disease,12,,26,12,2012,13.0070817,76.0992703,0.000126636,,301.564
7034,52nd week,Tamil Nadu,Ramanathapuram,Dengue,14,,23,12,2012,9.3895523,78.85907072,,4,301.53
7035,52nd week,Tamil Nadu,Ramanathapuram,Dengue,17,,19,12,2012,9.3895523,78.85907072,,4,301.425
7036,52nd week,Tamil Nadu,Ramanathapuram,Dengue,25,,24,12,2012,9.3895523,78.85907072,,4,301.2066666
7037,1st week,Gujarat,Narmada,Acute Diarrhoeal Disease,16,0,29,12,2010,21.8678464,73.5025585,0.000127497,9,302.06
7038,1st week,Odisha,Puri,Acute Diarrhoeal Disease,20,0,2,1,2011,19.8076083,85.8252538,4.94E-05,7,297.7766666
7039,1st week,Assam,Jorhat,Cholera,5,1,19,12,2010,26.7577925,94.2079645,0.002555441,,295.0733334
7040,1st week,Gujarat,Junagadh,Acute Diarrhoeal Disease,26,0,14,12,2010,21.5174104,70.4642754,5.69E-05,10,301.144
7041,1st week,Gujarat,Junagadh,Acute Diarrhoeal Disease,97,0,14,12,2010,21.5174104,70.4642754,5.69E-05,10,301.144
7042,2nd week,Gujarat,Surat,Acute Diarrhoeal Disease,12,0,4,1,2011,21.19177615,72.95441578,0.000191449,8,299.896
7043,2nd week,Karnataka,Chikmagalur,Acute Diarrhoeal Disease,24,0,2,1,2011,13.318014,75.7738743,0.006727642,16,298.24
7044,2nd week,Karnataka,Shimoga,Dengue,28,0,3,1,2011,13.9326093,75.574978,0.000341064,8,301.44
7045,2nd week,Tamil Nadu,Vellore,Cholera,12,0,3,1,2011,12.7948109,79.0006411,0.027868905,13,299.88
7046,2nd week,Tamil Nadu,Karur,Acute Diarrhoeal Disease,28,0,8,1,2011,10.9301522,78.08485455,0.069055598,,300.472
7047,2nd week,Tamil Nadu,Villupuram,Dengue,16,0,5,1,2011,11.9415377,79.4861469,0.245282509,8,299.608
7048,2nd week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,12,0,8,1,2011,11.9415377,79.4861469,0.335652031,,298.5266666
7049,2nd week,Tamil Nadu,Erode,Dengue,15,0,3,1,2011,11.3692044,77.67662687,0.056082809,10,300.428
7050,2nd week,Karnataka,Hassan,Acute Diarrhoeal Disease,32,0,27,12,2010,13.0070817,76.0992703,0.000663936,,302.108
7051,2nd week,Maharashtra,Thane,Acute Diarrhoeal Disease,17,0,31,12,2010,19.1943294,72.9701779,0.000165536,12,301.324
7052,3rd week,Tripura,West Tripura,Acute Diarrhoeal Disease,11,1,20,1,2011,23.916667,91.5,0.111127759,6,291.748
7053,3rd week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,16,0,26,12,2010,23.2232877,72.6492267,2.45E-05,,301.5466666
7054,3rd week,Tripura,South Tripura,Malaria,29,3,18,12,2010,23.5,91.666667,0.00010073,,295.4366666
7055,4th week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,66,2,25,1,2011,10.7860267,79.1381497,0.009439082,,303.0133334
7056,4th week,Telangana,Mahabubnagar,Chikungunya,5,0,10,1,2011,16.69656855,77.95911462,0.000723269,7,305.312
7057,4th week,Rajasthan,Bikaner,Malaria,296,2,28,8,2010,28.0159286,73.3171367,0.008965249,,313.4366666
7058,5th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,45,0,1,2,2011,25.1677029,86.05935924,0.089771897,,294.672
7059,5th week,Gujarat,Kheda,Acute Diarrhoeal Disease,95,0,29,1,2011,22.75,72.833333,4.99E-05,10,300.83
7060,5th week,Haryana,Kurukshetra,Acute Diarrhoeal Disease,12,0,29,1,2011,29.9693747,76.8482787,0.000130665,12,289.6033334
7061,5th week,Karnataka,Kodagu,Acute Diarrhoeal Disease,204,1,1,2,2011,12.38217745,75.66531992,5.10E-05,,301.73
7062,5th week,Karnataka,Koppal,Acute Diarrhoeal Disease,40,0,3,2,2011,15.3484144,76.1547421,2.84E-05,5,307.22
7063,5th week,Karnataka,Yadgiri,Acute Diarrhoeal Disease,66,0,2,2,2011,16.7469536,77.1327594,4.12E-05,,307.18
7064,5th week,Odisha,Puri,Acute Diarrhoeal Disease,16,2,2,2,2011,19.8076083,85.8252538,0.003510295,,301.388
7065,5th week,Odisha,Ganjam,Acute Diarrhoeal Disease,6,0,31,1,2011,19.4129711,85.04710406,,,301.248
7066,5th week,Punjab,Gurdaspur,Acute Diarrhoeal Disease,39,0,1,2,2011,32.166667,75.316667,0.001985912,,287.5033334
7067,5th week,Tamil Nadu,Madurai,Acute Diarrhoeal Disease,10,0,29,1,2011,9.9261153,78.1140983,0.007762837,8,302.525
7068,5th week,Tamil Nadu,Namakkal,Acute Diarrhoeal Disease,16,0,3,2,2011,11.28422485,78.16615284,0.000544717,8,305.6366666
7069,5th week,Tamil Nadu,Thiruvarur,Cholera,5,0,27,1,2011,10.73618605,79.63318659,0.029597464,9,301.3166666
7070,5th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,12,0,1,2,2011,11.9415377,79.4861469,0.011829245,,301.928
7071,5th week,Karnataka,Udupi,Malaria,15,0,21,1,2011,13.3419169,74.7473232,0.000111902,22,304.612
7072,5th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,47,0,3,2,2011,26.4733048,88.67886686,0.004832065,23,292.6033334
7073,5th week,Arunachal Pradesh,Seppa Town,Acute Diarrhoeal Disease,24,0,24,1,2011,27.3594183,93.0406098,0.506581991,,280.552
7074,5th week,Karnataka,Ballari,Malaria,48,0,14,1,2011,15.2485413,76.8323648,7.28E-05,6,306.352
7075,6th week,Telangana,Khammam,Acute Diarrhoeal Disease,127,0,8,2,2011,17.5,80.333333,5.96E-05,11,302.8433334
7076,6th week,Karnataka,Bidar,Acute Diarrhoeal Disease,72,0,6,2,2011,18.083333,77.333333,4.47E-05,4,310.09
7077,6th week,Karnataka,Hassan,Acute Diarrhoeal Disease,14,0,10,2,2011,13.0070817,76.0992703,8.02E-05,,306.7033334
7078,6th week,Tamil Nadu,Madurai,Acute Diarrhoeal Disease,15,1,8,2,2011,9.9261153,78.1140983,0.002687165,8,305.2133334
7079,6th week,Tripura,Dhalai,Acute Diarrhoeal Disease,13,6,3,2,2011,23.8253158,91.97322267,0.002352661,35,295.5666666
7080,6th week,West Bengal,Bankura,Acute Diarrhoeal Disease,52,0,11,2,2011,23.13195425,87.2073972,8.24E-05,5,302.03
7081,6th week,Gujarat,Bharuch,Acute Diarrhoeal Disease,215,0,31,1,2011,21.75,73,6.28E-05,7,304.736
7082,6th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,32,0,16,1,2011,24.0294885,73.0459884,8.20E-05,,298.7533334
7083,6th week,Gujarat,Surat,Acute Diarrhoeal Disease,17,0,31,1,2011,21.19177615,72.95441578,6.28E-05,6,303.208
7084,6th week,Gujarat,Tapi,Acute Diarrhoeal Disease,153,0,28,1,2011,21.1060413,72.7008247,7.22E-05,5,303.5233334
7085,6th week,Arunachal Pradesh,Seppa Town,Acute Diarrhoeal Disease,49,0,24,1,2011,27.3594183,93.0406098,0.506581991,,280.552
7086,6th week,Karnataka,Koppal,Acute Diarrhoeal Disease,72,0,3,2,2011,15.3484144,76.1547421,2.84E-05,5,307.22
7087,6th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,56,0,3,2,2011,26.4733048,88.67886686,0.004832065,23,292.6033334
7088,7th week,Manipur,Tamenglong,Acute Diarrhoeal Disease,5,2,6,2,2011,24.9354013,93.56791112,0.009329089,47,293.1333334
7089,7th week,Odisha,Ganjam,Acute Diarrhoeal Disease,32,0,13,2,2011,19.4129711,85.04710406,,8,302.952
7090,7th week,Odisha,Ganjam,Acute Diarrhoeal Disease,16,0,17,2,2011,19.4129711,85.04710406,,,303.0033334
7091,7th week,Odisha,Puri,Acute Diarrhoeal Disease,23,0,5,2,2011,19.8076083,85.8252538,0.002781365,7,301.4366666
7092,7th week,West Bengal,Purulia,Acute Diarrhoeal Disease,15,0,6,2,2011,23.3291882,86.3672378,0.007797301,5,299.78
7093,7th week,West Bengal,Purulia,Acute Diarrhoeal Disease,84,0,10,2,2011,23.3291882,86.3672378,8.02E-05,,301.83
7094,7th week,Arunachal Pradesh,Seppa Town,Acute Diarrhoeal Disease,67,0,24,1,2011,27.3594183,93.0406098,0.506581991,,280.552
7095,7th week,West Bengal,Bankura,Acute Diarrhoeal Disease,11,0,16,2,2011,23.13195425,87.2073972,8.37E-05,5,304.9866666
7096,8th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,24,0,15,2,2011,20.75,85.5,0.000288769,9,304.6066666
7097,8th week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,18,0,21,2,2011,10.7860267,79.1381497,0.016597199,8,305.6433334
7098,8th week,Tamil Nadu,Thiruvallur,Acute Diarrhoeal Disease,30,0,22,2,2011,13.13014755,79.92435386,0.045546857,7,304.865
7099,8th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,22,0,26,2,2011,12.22721295,79.07015555,0.245263378,,302.415
7100,8th week,West Bengal,Bankura,Acute Diarrhoeal Disease,11,0,16,2,2011,23.13195425,87.2073972,8.37E-05,5,304.9866666
7101,8th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,19,0,14,2,2011,21.75,86.5,0.000105939,10,304.1866666
7102,8th week,Arunachal Pradesh,Seppa Town,Acute Diarrhoeal Disease,77,0,24,1,2011,27.3594183,93.0406098,0.506581991,,280.552
7103,8th week,Odisha,Ganjam,Acute Diarrhoeal Disease,17,0,20,2,2011,19.4129711,85.04710406,,9,302.456
7104,8th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,61,0,3,2,2011,26.4733048,88.67886686,0.004832065,23,292.6033334
7105,9th week,Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,132,0,27,2,2011,16.21399145,81.02572814,0.227847671,15,300.628
7106,9th week,Karnataka,Chikkaballapur,Cholera,10,0,20,2,2011,13.6102243,77.5127721,0.000179267,6,306.156
7107,9th week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,12,0,21,2,2011,26.166667,77.5,0.132651087,12,298.385
7108,9th week,Odisha,Malkangiri,Acute Diarrhoeal Disease,25,0,3,3,2011,18.35835435,81.89823749,0.020511064,12,304.13
7109,9th week,Rajasthan,Dausa,Acute Diarrhoeal Disease,29,0,2,3,2011,26.80486585,76.4437457,0.011787027,12,297.58
7110,9th week,Gujarat,Anand,Acute Diarrhoeal Disease,21,0,7,2,2011,22.5584995,72.9625629,4.25E-05,9,304.61
7111,9th week,Gujarat,Ahmedabad,Acute Diarrhoeal Disease,10,0,7,2,2011,23.0216238,72.5797068,4.25E-05,10,303.212
7112,9th week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,42,0,15,2,2011,24.172056,72.431134,0.000808572,10,303.3333334
7113,9th week,Arunachal Pradesh,Seppa Town,Acute Diarrhoeal Disease,90,0,24,1,2011,27.3594183,93.0406098,0.506581991,,280.552
7114,9th week,Odisha,Puri,Acute Diarrhoeal Disease,16,0,1,3,2011,19.8076083,85.8252538,4.09E-05,11,303.76
7115,10th week,Bihar,Khagaria,Acute Diarrhoeal Disease,2,0,3,3,2011,25.4916868,86.69910848,0.001582866,15,296.82
7116,10th week,Tamil Nadu,Tirunelveli,Cholera,104,2,3,3,2011,8.7284271,77.7112925,0.087986142,11,305.67
7117,10th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,40,0,9,3,2011,23.2495714,87.8681751,9.79E-05,5,308.132
7118,10th week,West Bengal,Birbhum,Dengue,16,1,1,3,2011,24,87.583333,0.00163408,6,302.85
7119,10th week,Maharashtra,Sindhudurg,Dengue,10,0,23,2,2011,16.1357193,73.6522086,5.16E-05,15,304.5666666
7120,10th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,101,0,24,1,2011,27.3,93.05,0.506581991,,280.552
7121,11th week,Andhra Pradesh,Godavari,Acute Diarrhoeal Disease,19,0,19,3,2011,16.99842865,81.71561488,0.00115601,13,305.74
7122,11th week,Gujarat,Dahod,Acute Diarrhoeal Disease,17,0,8,3,2011,22.8358542,74.2556782,0.000104125,4,314.8233334
7123,11th week,Gujarat,Junagadh,Acute Diarrhoeal Disease,18,0,8,3,2011,21.5174104,70.4642754,0.00011283,7,310.35
7124,11th week,Gujarat,Surat,Acute Diarrhoeal Disease,34,0,5,3,2011,21.19177615,72.95441578,0.000157031,,308.256
7125,11th week,Gujarat,Surat,Acute Diarrhoeal Disease,32,0,8,3,2011,21.19177615,72.95441578,9.06E-05,7,309.376
7126,11th week,Karnataka,Gulbarga,Cholera,14,0,8,3,2011,17.166667,77.083333,9.87E-05,4,316.7133334
7127,11th week,Karnataka,Kolar,Acute Diarrhoeal Disease,21,1,5,3,2011,13.1367201,78.1337246,0.005400195,,309.376
7128,11th week,Odisha,Ganjam,Acute Diarrhoeal Disease,13,0,8,3,2011,19.4129711,85.04710406,,12,305.24
7129,11th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,11,0,12,3,2011,20.13069385,84.07904761,0.002666833,11,307.7733334
7130,11th week,Odisha,Malkangiri,Acute Diarrhoeal Disease,29,1,18,3,2011,18.35835435,81.89823749,0.000136852,12,308.6133334
7131,11th week,Odisha,Puri,Acute Diarrhoeal Disease,41,0,10,3,2011,19.8076083,85.8252538,0.000194452,11,307.8533334
7132,11th week,Tamil Nadu,Kancheepuram,Acute Diarrhoeal Disease,40,0,16,3,2011,12.87960515,79.70427615,0.000636819,9,308.592
7133,11th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,35,0,19,3,2011,22.9052114,88.3760639,0.008791405,13,302.98
7134,11th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,80,0,23,3,2011,22.3599134,87.41331448,9.92E-05,14,304.296
7135,11th week,Gujarat,Navsari,Acute Diarrhoeal Disease,29,0,21,2,2011,20.952407,72.9323831,0.00081833,4,304.848
7136,11th week,Karnataka,Bidar,Chikungunya,56,0,27,2,2011,18.083333,77.333333,0.067001029,4,307.48
7137,11th week,Kerala,Trivandrum,Dengue,25,0,18,2,2011,8.4882267,76.947551,0.005482274,,301.996
7138,11th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,121,0,24,1,2011,27.3,93.05,0.506581991,,280.552
7139,12th week,Gujarat,Kheda,Acute Diarrhoeal Disease,25,0,22,3,2011,22.75,72.833333,2.47E-05,,313.62
7140,12th week,Karnataka,Chitradurga,Cholera,28,0,20,3,2011,14.2266443,76.4005122,3.53E-05,6,314.844
7141,12th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,96,0,27,3,2011,31.29201065,75.56805772,0.000306436,13,301.1933334
7142,12th week,Uttarakhand,Champawat,Acute Diarrhoeal Disease,66,0,21,3,2011,29.23631315,80.10172077,0.05943332,,297.7433334
7143,13th week,Karnataka,Hassan,Acute Diarrhoeal Disease,40,0,26,3,2011,13.0070817,76.0992703,0.015369242,8,310.744
7144,13th week,Karnataka,Mangalore,Dengue,28,1,26,3,2011,12.8698101,74.8430082,0.007782873,22,306.356
7145,13th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,10,0,1,4,2011,20.75,85.5,0.008788776,10,309.5
7146,13th week,Odisha,Ganjam,Acute Diarrhoeal Disease,18,0,30,3,2011,19.4129711,85.04710406,,,304.964
7147,13th week,Odisha,Nabarangpur,Acute Diarrhoeal Disease,183,0,2,4,2011,19.2288319,82.5668344,0.000180951,8,311.44
7148,13th week,West Bengal,Dakshin Dinajpur,Acute Diarrhoeal Disease,151,0,1,4,2011,25.38703085,88.50471505,0.465613352,19,298.9666666
7149,14th week,Telangana,Hyderabad,Acute Diarrhoeal Disease,168,0,3,4,2011,17.360589,78.4740613,6.04E-05,6,315.7733334
7150,14th week,West Bengal,Bankura,Acute Diarrhoeal Disease,45,1,28,3,2011,23.13195425,87.2073972,0.110598961,6,308.772
7151,14th week,West Bengal,Bankura,Acute Diarrhoeal Disease,19,0,29,3,2011,23.13195425,87.2073972,0.146004434,,308.772
7152,14th week,West Bengal,Bankura,Acute Diarrhoeal Disease,13,0,29,3,2011,23.13195425,87.2073972,0.146004434,,308.772
7153,14th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,65,0,31,3,2011,22.9052114,88.3760639,0.236743573,16,301.285
7154,14th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,25,0,6,4,2011,22.9052114,88.3760639,0.205903845,,300.536
7155,14th week,Arunachal Pradesh,Seppa Town,Acute Diarrhoeal Disease,147,0,24,1,2011,27.3594183,93.0406098,0.506581991,,280.552
7156,15th week,Assam,Sonitpur,Acute Diarrhoeal Disease,13,0,10,4,2011,26.76777075,92.70140886,0.35847868,17,298.9433334
7157,15th week,Gujarat,Amreli,Chikungunya,11,0,5,4,2011,20.866667,70.75,6.16E-05,6,315.0033334
7158,15th week,Karnataka,Bidar,Chikungunya,5,0,5,4,2011,18.083333,77.333333,6.16E-05,3,321.708
7159,15th week,Karnataka,Chamarajnagar,Acute Diarrhoeal Disease,43,0,5,4,2011,14.3683154,76.6538415,0.00011847,6,314.736
7160,15th week,Karnataka,Hassan,Cholera,64,1,7,4,2011,13.0070817,76.0992703,0.004505569,,308.84
7161,15th week,Karnataka,Mysore,Acute Diarrhoeal Disease,12,0,12,4,2011,12.3051828,76.6553609,0.006560811,8,312.335
7162,15th week,Karnataka,Mysore,Acute Diarrhoeal Disease,16,0,13,4,2011,12.3051828,76.6553609,0.007901609,8,312.076
7163,15th week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,25,2,16,4,2011,23.2584857,77.401989,0.003037944,4,315.6733334
7164,15th week,Maharashtra,Dhule,Chikungunya,7,0,6,4,2011,21.13170235,74.48990147,6.86E-05,,318.2933334
7165,15th week,Tripura,Dhalai,Acute Diarrhoeal Disease,57,1,15,4,2011,23.8253158,91.97322267,0.060012728,,303.34
7166,15th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,64,0,15,4,2011,26.4733048,88.67886686,0.284633996,,296.2266666
7167,15th week,Karnataka,Uttara Kannada,Malaria,83,0,2,4,2011,14.72447415,74.64223734,0.048011889,34,303.4766666
7168,15th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,69,0,31,3,2011,22.9052114,88.3760639,0.236743573,16,301.285
7169,15th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,38,0,6,4,2011,22.9052114,88.3760639,0.205903845,,300.536
7170,16th week,Telangana,Mahbubnagar,Acute Diarrhoeal Disease,45,0,22,4,2011,16.7434538,77.9923191,0.037696838,,314.94
7171,16th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,22,0,24,4,2011,18.1120819,83.40521962,0.291044364,11,310.5
7172,16th week,Karnataka,Bidar,Chikungunya,10,0,11,4,2011,18.083333,77.333333,0.036319525,3,317.8166666
7173,16th week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,34,0,21,4,2011,17.166667,77.083333,0.058865593,3,317.065
7174,16th week,Karnataka,Kodagu,Acute Diarrhoeal Disease,16,0,13,4,2011,12.38217745,75.66531992,0.52321966,28,306.51
7175,16th week,Karnataka,Koppal,Malaria,14,0,12,4,2011,15.3484144,76.1547421,0.022260159,7,314.05
7176,16th week,Karnataka,Mysore,Acute Diarrhoeal Disease,26,0,24,4,2011,12.3051828,76.6553609,0.691718681,8,305.39
7177,16th week,Karnataka,Mysore,Cholera,21,0,20,4,2011,12.3051828,76.6553609,0.250811064,9,308.204
7178,16th week,Karnataka,Raichur,Acute Diarrhoeal Disease,24,0,16,4,2011,16.083333,77.166667,0.082514342,6,316.796
7179,16th week,Maharashtra,Nashik,Malaria,61,1,17,4,2011,20.0112475,73.7902364,0.006124711,5,315.972
7180,16th week,Maharashtra,Thane,Cholera,17,0,18,4,2011,19.1943294,72.9701779,0.01387869,8,317.176
7181,16th week,Rajasthan,Karauli,Acute Diarrhoeal Disease,10,0,14,4,2011,26.51668105,77.05772977,0.041557614,,309.4633334
7182,16th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,11,0,22,4,2011,9.9696643,77.47420049,0.54986,,313.6533334
7183,16th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,25,1,22,4,2011,22.642931,88.8930579,0.151866404,,303.17
7184,16th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,118,1,19,4,2011,23.2495714,87.8681751,0.097351553,12,306.9933334
7185,17th week,Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,106,3,28,4,2011,16.21399145,81.02572814,0.541508111,7,307.94
7186,17th week,Telangana,Warangal,Dengue,8,0,27,4,2011,17.9820644,79.5970954,0.118928082,7,310.945
7187,17th week,Assam,Barpeta,Cholera,66,0,23,4,2011,26.34142215,91.01674328,0.384774395,,300.896
7188,17th week,Assam,Jorhat,Acute Diarrhoeal Disease,6,2,30,4,2011,26.7577925,94.2079645,0.148779243,,300.095
7189,17th week,Gujarat,Anand,Acute Diarrhoeal Disease,96,0,18,4,2011,22.5584995,72.9625629,0.000185253,6,316.6733334
7190,17th week,Gujarat,Anand,Acute Diarrhoeal Disease,12,0,21,4,2011,22.5584995,72.9625629,0.000173276,6,315.676
7191,17th week,Gujarat,Amreli,Chikungunya,32,0,19,4,2011,20.866667,70.75,0.001580188,7,314.8866666
7192,17th week,Gujarat,Kheda,Chikungunya,19,0,19,4,2011,22.75,72.833333,0.001741689,5,316.0966666
7193,17th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,12,0,27,4,2011,24.0294885,73.0459884,3.48E-05,5,320.8233334
7194,17th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,14,0,1,5,2011,14.2266443,76.4005122,0.043664391,,310.67
7195,17th week,Karnataka,Gadag,Acute Diarrhoeal Disease,33,1,27,4,2011,15.4206667,75.6225644,0.135244461,4,314.668
7196,17th week,Karnataka,Hassan,Acute Diarrhoeal Disease,97,0,28,4,2011,13.0070817,76.0992703,0.278507182,9,304.88
7197,17th week,Karnataka,Tumkur,Malaria,25,0,21,4,2011,13.3400771,77.1006208,0.175995881,8,308.656
7198,17th week,Karnataka,Udupi,Malaria,13,0,18,4,2011,13.3419169,74.7473232,0.214370374,16,305.44
7199,17th week,Odisha,Puri,Acute Diarrhoeal Disease,12,0,27,4,2011,19.8076083,85.8252538,0.170323742,8,306.46
7200,17th week,Tamil Nadu,Tirunelveli,Cholera,13,0,18,4,2011,8.7284271,77.7112925,0.098763007,9,307.044
7201,17th week,Tamil Nadu,Karur,Dengue,4,0,24,4,2011,10.9301522,78.08485455,1.121350154,6,313.2333334
7202,17th week,West Bengal,Hooghly,Cholera,35,0,24,4,2011,22.9052114,88.3760639,0.202734589,15,303.268
